"species","japanese.name","family","order","mesh2","latitude","longitude","Category","pre-1949","1950-1959","1960-1969","1970-1979","1980-1989","1990-1999","2000-2009","2010-","unknown"
"sp4","JP4","family4","order4",543614,36.125,136.5625,"nat.",,,,,,,,2,
"sp4","JP4","family4","order4",543623,36.20833333,136.4375,"nat.",,,,,,,,3,
"sp4","JP4","family4","order4",543624,36.20833333,136.5625,"nat.",,,,,,,,3,
"sp4","JP4","family4","order4",543636,36.29166667,136.8125,"nat.",,,,,,,,1,
"sp4","JP4","family4","order4",543645,36.375,136.6875,"nat.",,,,,,,,3,
"sp4","JP4","family4","order4",543646,36.375,136.8125,"nat.",,,,,,1,,1,
"sp4","JP4","family4","order4",543701,36.04166667,137.1875,"nat.",,,,,,,1,,
"sp4","JP4","family4","order4",543706,36.04166667,137.8125,"nat.",,,,,,,,,1
"sp4","JP4","family4","order4",543715,36.125,137.6875,"nat.",,,,,,2,,,
"sp4","JP4","family4","order4",543753,36.45833333,137.4375,"nat.",,,,,,1,,,
"sp4","JP4","family4","order4",543756,36.45833333,137.8125,"nat.",,,,,,,1,,
"sp4","JP4","family4","order4",543803,36.04166667,138.4375,"nat.",,,,,,1,,3,
"sp4","JP4","family4","order4",543805,36.04166667,138.6875,"nat.",,,,,1,2,,,
"sp4","JP4","family4","order4",543806,36.04166667,138.8125,"nat.",,,,,11,4,,,
"sp4","JP4","family4","order4",543807,36.04166667,138.9375,"nat.",,,,,29,,,,
"sp4","JP4","family4","order4",543817,36.125,138.9375,"nat.",,,,,1,2,,,
"sp4","JP4","family4","order4",543820,36.20833333,138.0625,"nat.",,,,,,1,,,2
"sp4","JP4","family4","order4",543825,36.20833333,138.6875,"nat.",,,,,1,1,,,
"sp4","JP4","family4","order4",543830,36.29166667,138.0625,"nat.",,,,,,1,,,2
"sp4","JP4","family4","order4",543835,36.29166667,138.6875,"nat.",,,,,,3,,,
"sp4","JP4","family4","order4",543836,36.29166667,138.8125,"nat.",,,,,,1,,,
"sp4","JP4","family4","order4",543855,36.45833333,138.6875,"nat.",,,,,1,2,,,
"sp4","JP4","family4","order4",543856,36.45833333,138.8125,"nat.",,,,,,3,,,
"sp4","JP4","family4","order4",543900,36.04166667,139.0625,"nat.",,,,,1,,,,
"sp4","JP4","family4","order4",543910,36.125,139.0625,"nat.",,,,,,2,,,
"sp4","JP4","family4","order4",543963,36.54166667,139.4375,"nat.",,,,,,2,3,,
"sp4","JP4","family4","order4",543973,36.625,139.4375,"nat.",,,,,,2,2,,
"sp4","JP4","family4","order4",543974,36.625,139.5625,"nat.",,,,,,,5,,
"sp4","JP4","family4","order4",553736,36.95833333,137.8125,"nat.",,,,,,,2,,
"sp4","JP4","family4","order4",553904,36.70833333,139.5625,"nat.",,,,,,,1,,
"sp5","JP5","family5","order5",543322,36.20833333,133.3125,"nat.",,,,1,,1,,,
"sp5","JP5","family5","order5",543332,36.29166667,133.3125,"nat.",,,,,1,2,,,
"sp6","JP6","family6","order6",392757,26.45833333,127.9375,"nat.",,,,,1,,,1,1
"sp6","JP6","family6","order6",392767,26.54166667,127.9375,"nat.",,,,,,,,,1
"sp6","JP6","family6","order6",392870,26.625,128.0625,"nat.",,,,1,1,,,1,1
"sp6","JP6","family6","order6",392871,26.625,128.1875,"nat.",,,,,2,5,,5,35
"sp6","JP6","family6","order6",392872,26.625,128.3125,"nat.",,,,,,1,,1,2
"sp6","JP6","family6","order6",402800,26.70833333,128.0625,"nat.",,,,,,,1,1,
"sp6","JP6","family6","order6",402801,26.70833333,128.1875,"nat.",,,,4,7,9,33,6,46
"sp6","JP6","family6","order6",402802,26.70833333,128.3125,"nat.",,,,6,2,3,1,,56
"sp6","JP6","family6","order6",402811,26.79166667,128.1875,"nat.",,,1,3,2,5,15,3,11
"sp6","JP6","family6","order6",402812,26.79166667,128.3125,"nat.",,,,3,14,10,36,4,40
"sp6","JP6","family6","order6",402822,26.875,128.3125,"nat.",,,,,,4,3,,
"sp7","JP7","family7","order7",372502,24.70833333,125.3125,"nat.",,,,,,14,,,11
"sp7","JP7","family7","order7",372503,24.70833333,125.4375,"nat.",,,,,,13,11,,22
"sp7","JP7","family7","order7",372511,24.79166667,125.1875,"nat.",,,,,,,,,3
"sp7","JP7","family7","order7",372512,24.79166667,125.3125,"nat.",,,,4,9,37,,1,40
"sp7","JP7","family7","order7",372513,24.79166667,125.4375,"nat.",,,,,,10,,,5
"sp7","JP7","family7","order7",372521,24.875,125.1875,"nat.",,,,,,2,,,1
"sp7","JP7","family7","order7",372522,24.875,125.3125,"nat.",,,,,,15,,,9
"sp7","JP7","family7","order7",372531,24.95833333,125.1875,"nat.",,,,,,4,,,5
"sp7","JP7","family7","order7",383151,25.79166667,131.1875,"nat.",,,,1,4,,,,4
"sp7","JP7","family7","order7",383161,25.875,131.1875,"nat.",,,,2,19,1,,,20
"sp7","JP7","family7","order7",383172,25.95833333,131.3125,"nat.",,,,5,,15,,,2
"sp7","JP7","family7","order7",392726,26.20833333,127.8125,"nat.",,,,,,1,,,
"sp7","JP7","family7","order7",402822,26.875,128.3125,"nat.",,,,,,1,,,2
"sp8","JP8","family8","order8",523777,35.29166667,137.9375,"nat.",,,,,,,2,11,
"sp8","JP8","family8","order8",523831,34.95833333,138.1875,"nat.",,,,,,,,1,
"sp8","JP8","family8","order8",523850,35.125,138.0625,"nat.",,,,,,,,1,
"sp8","JP8","family8","order8",523851,35.125,138.1875,"nat.",,,,,,,,1,
"sp8","JP8","family8","order8",523862,35.20833333,138.3125,"nat.",,,,,,,,1,
"sp8","JP8","family8","order8",523870,35.29166667,138.0625,"nat.",,,,,,,1,2,
"sp8","JP8","family8","order8",533726,35.54166667,137.8125,"nat.",,,,,,,13,,
"sp8","JP8","family8","order8",533800,35.375,138.0625,"nat.",,,,,,,1,,
"sp9","JP9","family9","order9",513250,34.45833333,132.0625,"nat.",,,,,3,6,,1,
"sp9","JP9","family9","order9",513260,34.54166667,132.0625,"nat.",,,,,1,,,,
"sp9","JP9","family9","order9",513261,34.54166667,132.1875,"nat.",,,,,2,,,,
"sp9","JP9","family9","order9",513271,34.625,132.1875,"nat.",,,,,1,,,,
"sp9","JP9","family9","order9",523212,34.79166667,132.3125,"nat.",,,,,,4,,,
"sp9","JP9","family9","order9",523246,35.04166667,132.8125,"nat.",,,,,,5,,,
"sp9","JP9","family9","order9",523256,35.125,132.8125,"nat.",,,,,1,4,,,
"sp9","JP9","family9","order9",523277,35.29166667,132.9375,"nat.",,,,,1,,,,
"sp9","JP9","family9","order9",523364,35.20833333,133.5625,"nat.",,,,,,2,,,
"sp9","JP9","family9","order9",523366,35.20833333,133.8125,"nat.",,,,,,2,,,
"sp9","JP9","family9","order9",523377,35.29166667,133.9375,"nat.",,,,,,2,,,
"sp9","JP9","family9","order9",523433,34.95833333,134.4375,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",523444,35.04166667,134.5625,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",523445,35.04166667,134.6875,"nat.",,,,,,2,,,
"sp9","JP9","family9","order9",523454,35.125,134.5625,"nat.",,,,,,2,,,
"sp9","JP9","family9","order9",523455,35.125,134.6875,"nat.",,,,,,2,,,
"sp9","JP9","family9","order9",523457,35.125,134.9375,"nat.",,,,,,2,,,
"sp9","JP9","family9","order9",523463,35.20833333,134.4375,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",523464,35.20833333,134.5625,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",523465,35.20833333,134.6875,"nat.",,,,,,2,,,
"sp9","JP9","family9","order9",523466,35.20833333,134.8125,"nat.",,,,,1,4,,,
"sp9","JP9","family9","order9",523467,35.20833333,134.9375,"nat.",,,,,,4,,,
"sp9","JP9","family9","order9",523474,35.29166667,134.5625,"nat.",,,,,,2,,,
"sp9","JP9","family9","order9",523476,35.29166667,134.8125,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",523477,35.29166667,134.9375,"nat.",,,,,,2,1,,
"sp9","JP9","family9","order9",523510,34.79166667,135.0625,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",523511,34.79166667,135.1875,"nat.",,,,,1,,,,
"sp9","JP9","family9","order9",523512,34.79166667,135.3125,"nat.",,,,,2,,,,
"sp9","JP9","family9","order9",523523,34.875,135.4375,"nat.",,,,,1,,,,
"sp9","JP9","family9","order9",523524,34.875,135.5625,"nat.",,,,1,2,1,,,
"sp9","JP9","family9","order9",523533,34.95833333,135.4375,"nat.",,,,,,2,,,
"sp9","JP9","family9","order9",523534,34.95833333,135.5625,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",523535,34.95833333,135.6875,"nat.",,,,,1,,,,
"sp9","JP9","family9","order9",523536,34.95833333,135.8125,"nat.",,,,,3,,,,
"sp9","JP9","family9","order9",523545,35.04166667,135.6875,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",523546,35.04166667,135.8125,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",523552,35.125,135.3125,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",523555,35.125,135.6875,"nat.",,,,,3,1,,,
"sp9","JP9","family9","order9",523556,35.125,135.8125,"nat.",,,,1,8,3,,,
"sp9","JP9","family9","order9",523565,35.20833333,135.6875,"nat.",,,,,1,,,,
"sp9","JP9","family9","order9",523566,35.20833333,135.8125,"nat.",,,,3,6,,,,
"sp9","JP9","family9","order9",523567,35.20833333,135.9375,"nat.",,,,1,6,,,,
"sp9","JP9","family9","order9",523575,35.29166667,135.6875,"nat.",,,,1,5,,,,
"sp9","JP9","family9","order9",523576,35.29166667,135.8125,"nat.",,,,,3,,,,
"sp9","JP9","family9","order9",523577,35.29166667,135.9375,"nat.",,,,3,4,,,,1
"sp9","JP9","family9","order9",523602,34.70833333,136.3125,"nat.",,,,,1,6,1,,
"sp9","JP9","family9","order9",523622,34.875,136.3125,"nat.",,,,,,,1,,
"sp9","JP9","family9","order9",523623,34.875,136.4375,"nat.",,,,,,,1,,
"sp9","JP9","family9","order9",523633,34.95833333,136.4375,"nat.",,,,1,,,1,,
"sp9","JP9","family9","order9",523643,35.04166667,136.4375,"nat.",,,,,1,2,1,,
"sp9","JP9","family9","order9",523653,35.125,136.4375,"nat.",,,,,,,1,,
"sp9","JP9","family9","order9",523663,35.20833333,136.4375,"nat.",,,,1,,2,1,,
"sp9","JP9","family9","order9",523664,35.20833333,136.5625,"nat.",,,,,,,1,,
"sp9","JP9","family9","order9",523673,35.29166667,136.4375,"nat.",,,,,1,,,,
"sp9","JP9","family9","order9",523743,35.04166667,137.4375,"nat.",,,,,,3,,,
"sp9","JP9","family9","order9",523753,35.125,137.4375,"nat.",,,,4,,1,,,
"sp9","JP9","family9","order9",523754,35.125,137.5625,"nat.",,,,3,,1,,,
"sp9","JP9","family9","order9",523762,35.20833333,137.3125,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",523765,35.20833333,137.6875,"nat.",,,,1,,1,,,
"sp9","JP9","family9","order9",523772,35.29166667,137.3125,"nat.",,,,,,,1,,
"sp9","JP9","family9","order9",523777,35.29166667,137.9375,"nat.",,,,,,2,,1,
"sp9","JP9","family9","order9",523850,35.125,138.0625,"nat.",,,,,1,,,,
"sp9","JP9","family9","order9",523861,35.20833333,138.1875,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",523862,35.20833333,138.3125,"nat.",,,,4,,2,,,
"sp9","JP9","family9","order9",523863,35.20833333,138.4375,"nat.",,,,4,,1,,,1
"sp9","JP9","family9","order9",523871,35.29166667,138.1875,"nat.",,,,,1,,,,
"sp9","JP9","family9","order9",523872,35.29166667,138.3125,"nat.",,,,7,2,3,,,
"sp9","JP9","family9","order9",523873,35.29166667,138.4375,"nat.",,,,1,,,,,2
"sp9","JP9","family9","order9",523874,35.29166667,138.5625,"nat.",,,,,,3,,,
"sp9","JP9","family9","order9",533215,35.45833333,132.6875,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",533304,35.375,133.5625,"nat.",,,,2,1,,,,
"sp9","JP9","family9","order9",533306,35.375,133.8125,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",533307,35.375,133.9375,"nat.",,,,1,,1,,,
"sp9","JP9","family9","order9",533402,35.375,134.3125,"nat.",,,,3,,,,,
"sp9","JP9","family9","order9",533403,35.375,134.4375,"nat.",,,,2,,2,,,
"sp9","JP9","family9","order9",533404,35.375,134.5625,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",533405,35.375,134.6875,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",533413,35.45833333,134.4375,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",533414,35.45833333,134.5625,"nat.",,,,,1,,,,
"sp9","JP9","family9","order9",533415,35.45833333,134.6875,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",533423,35.54166667,134.4375,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",533424,35.54166667,134.5625,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",533425,35.54166667,134.6875,"nat.",,,,,,3,,,
"sp9","JP9","family9","order9",533435,35.625,134.6875,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",533436,35.625,134.8125,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",533537,35.625,135.9375,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",533541,35.70833333,135.1875,"nat.",,,,,1,,,,
"sp9","JP9","family9","order9",533613,35.45833333,136.4375,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",533614,35.45833333,136.5625,"nat.",,,,,,,1,,
"sp9","JP9","family9","order9",533620,35.54166667,136.0625,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",533624,35.54166667,136.5625,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",533626,35.54166667,136.8125,"nat.",,,,,,,2,,
"sp9","JP9","family9","order9",533632,35.625,136.3125,"nat.",,,,,,,1,,
"sp9","JP9","family9","order9",533633,35.625,136.4375,"nat.",,,,,,3,,,
"sp9","JP9","family9","order9",533634,35.625,136.5625,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",533635,35.625,136.6875,"nat.",,,,,,1,2,,
"sp9","JP9","family9","order9",533642,35.70833333,136.3125,"nat.",,,,,1,2,,,
"sp9","JP9","family9","order9",533646,35.70833333,136.8125,"nat.",,,,,,2,,,
"sp9","JP9","family9","order9",533647,35.70833333,136.9375,"nat.",,,,,,1,1,,
"sp9","JP9","family9","order9",533651,35.79166667,136.1875,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",533652,35.79166667,136.3125,"nat.",,,,,,3,,,
"sp9","JP9","family9","order9",533653,35.79166667,136.4375,"nat.",,,,,,3,,,
"sp9","JP9","family9","order9",533660,35.875,136.0625,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",533661,35.875,136.1875,"nat.",,,,1,,4,,,
"sp9","JP9","family9","order9",533662,35.875,136.3125,"nat.",,,,,,2,,,
"sp9","JP9","family9","order9",533700,35.375,137.0625,"nat.",,,,,,,1,,
"sp9","JP9","family9","order9",533707,35.375,137.9375,"nat.",,,,,,2,3,,
"sp9","JP9","family9","order9",533710,35.45833333,137.0625,"nat.",,,,,,,1,,
"sp9","JP9","family9","order9",533712,35.45833333,137.3125,"nat.",,,,,,,1,,
"sp9","JP9","family9","order9",533714,35.45833333,137.5625,"nat.",,,,,,,1,,
"sp9","JP9","family9","order9",533722,35.54166667,137.3125,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",533723,35.54166667,137.4375,"nat.",,,,,,,1,,
"sp9","JP9","family9","order9",533725,35.54166667,137.6875,"nat.",,,,,,2,,,
"sp9","JP9","family9","order9",533727,35.54166667,137.9375,"nat.",,,,2,,,,,
"sp9","JP9","family9","order9",533744,35.70833333,137.5625,"nat.",,,,,1,,,,
"sp9","JP9","family9","order9",533753,35.79166667,137.4375,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",533761,35.875,137.1875,"nat.",,,,,,,1,,
"sp9","JP9","family9","order9",533765,35.875,137.6875,"nat.",,,,2,2,,,,
"sp9","JP9","family9","order9",533771,35.95833333,137.1875,"nat.",,,,,,,1,,
"sp9","JP9","family9","order9",533776,35.95833333,137.8125,"nat.",,,,,1,,,,
"sp9","JP9","family9","order9",533777,35.95833333,137.9375,"nat.",,,,,1,,,,
"sp9","JP9","family9","order9",533800,35.375,138.0625,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",533801,35.375,138.1875,"nat.",,,,2,,,,,
"sp9","JP9","family9","order9",533802,35.375,138.3125,"nat.",,,,3,,,,,1
"sp9","JP9","family9","order9",533803,35.375,138.4375,"nat.",,,,4,,,,,2
"sp9","JP9","family9","order9",533804,35.375,138.5625,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",533812,35.45833333,138.3125,"nat.",,,,4,,,,,1
"sp9","JP9","family9","order9",533813,35.45833333,138.4375,"nat.",,,,3,,,,,
"sp9","JP9","family9","order9",533814,35.45833333,138.5625,"nat.",,,,,,1,,,1
"sp9","JP9","family9","order9",533823,35.54166667,138.4375,"nat.",,,,,,1,,,1
"sp9","JP9","family9","order9",533852,35.79166667,138.3125,"nat.",,,,2,,,,,1
"sp9","JP9","family9","order9",533856,35.79166667,138.8125,"nat.",,,,,,,,,1
"sp9","JP9","family9","order9",533857,35.79166667,138.9375,"nat.",,,,,,1,,,1
"sp9","JP9","family9","order9",533867,35.875,138.9375,"nat.",,,,,2,,,,
"sp9","JP9","family9","order9",533876,35.95833333,138.8125,"nat.",,2,,,,1,,,
"sp9","JP9","family9","order9",533910,35.45833333,139.0625,"nat.",,,,,,,1,,
"sp9","JP9","family9","order9",533911,35.45833333,139.1875,"nat.",,,,,1,1,4,,
"sp9","JP9","family9","order9",533930,35.625,139.0625,"nat.",,,,1,,,,,
"sp9","JP9","family9","order9",533931,35.625,139.1875,"nat.",,,,,2,,,,
"sp9","JP9","family9","order9",533940,35.70833333,139.0625,"nat.",,,,1,12,1,,,
"sp9","JP9","family9","order9",533941,35.70833333,139.1875,"nat.",,,,,15,3,,,
"sp9","JP9","family9","order9",533950,35.79166667,139.0625,"nat.",,,,,8,,,,
"sp9","JP9","family9","order9",533951,35.79166667,139.1875,"nat.",,,,,15,,,,
"sp9","JP9","family9","order9",533960,35.875,139.0625,"nat.",,,,,12,3,,,
"sp9","JP9","family9","order9",533961,35.875,139.1875,"nat.",,,,,5,,,,
"sp9","JP9","family9","order9",543605,36.04166667,136.6875,"nat.",,1,,,,1,,,
"sp9","JP9","family9","order9",543622,36.20833333,136.3125,"nat.",,,,,,7,,,
"sp9","JP9","family9","order9",543623,36.20833333,136.4375,"nat.",,,,1,,1,,,
"sp9","JP9","family9","order9",543624,36.20833333,136.5625,"nat.",,,,,2,,,,
"sp9","JP9","family9","order9",543627,36.20833333,136.9375,"nat.",,,,,,2,,,
"sp9","JP9","family9","order9",543633,36.29166667,136.4375,"nat.",,,,5,,,,,
"sp9","JP9","family9","order9",543634,36.29166667,136.5625,"nat.",,,,1,,1,,,
"sp9","JP9","family9","order9",543636,36.29166667,136.8125,"nat.",,,,,2,1,,,
"sp9","JP9","family9","order9",543637,36.29166667,136.9375,"nat.",,,,,,1,1,,
"sp9","JP9","family9","order9",543643,36.375,136.4375,"nat.",,,,3,,,,,
"sp9","JP9","family9","order9",543644,36.375,136.5625,"nat.",,,,3,,,,,
"sp9","JP9","family9","order9",543645,36.375,136.6875,"nat.",,,,,3,,,,
"sp9","JP9","family9","order9",543654,36.45833333,136.5625,"nat.",,,,,1,,,,
"sp9","JP9","family9","order9",543655,36.45833333,136.6875,"nat.",,,,,2,4,,,
"sp9","JP9","family9","order9",543665,36.54166667,136.6875,"nat.",,,,,1,,,,
"sp9","JP9","family9","order9",543666,36.54166667,136.8125,"nat.",,,,,1,,,,
"sp9","JP9","family9","order9",543702,36.04166667,137.3125,"nat.",,,,,,,1,,
"sp9","JP9","family9","order9",543721,36.20833333,137.1875,"nat.",,,,,,1,1,,
"sp9","JP9","family9","order9",543723,36.20833333,137.4375,"nat.",,,,,,,1,,
"sp9","JP9","family9","order9",543726,36.20833333,137.8125,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",543742,36.375,137.3125,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",543752,36.45833333,137.3125,"nat.",,,,,,4,,,
"sp9","JP9","family9","order9",543753,36.45833333,137.4375,"nat.",,,,,,6,,,
"sp9","JP9","family9","order9",543760,36.54166667,137.0625,"nat.",,,,,1,1,,,
"sp9","JP9","family9","order9",543761,36.54166667,137.1875,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",543776,36.625,137.8125,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",543777,36.625,137.9375,"nat.",,,,,,6,,,
"sp9","JP9","family9","order9",543806,36.04166667,138.8125,"nat.",,,,,4,2,,,3
"sp9","JP9","family9","order9",553616,36.79166667,136.8125,"nat.",,,,1,9,2,,,
"sp9","JP9","family9","order9",553636,36.95833333,136.8125,"nat.",,,,1,,1,,2,
"sp9","JP9","family9","order9",553637,36.95833333,136.9375,"nat.",,,,,1,,,,
"sp9","JP9","family9","order9",553646,37.04166667,136.8125,"nat.",,,,,,,,1,1
"sp9","JP9","family9","order9",553647,37.04166667,136.9375,"nat.",,,,,2,,,1,
"sp9","JP9","family9","order9",553666,37.20833333,136.8125,"nat.",,,,,,,,2,
"sp9","JP9","family9","order9",553677,37.29166667,136.9375,"nat.",,,,,,,,2,
"sp9","JP9","family9","order9",553706,36.70833333,137.8125,"nat.",,,,,,10,,,
"sp9","JP9","family9","order9",553707,36.70833333,137.9375,"nat.",,,,,1,12,,,
"sp9","JP9","family9","order9",553716,36.79166667,137.8125,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",553727,36.875,137.9375,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",553735,36.95833333,137.6875,"nat.",,,,,,2,,,
"sp9","JP9","family9","order9",553736,36.95833333,137.8125,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",553737,36.95833333,137.9375,"nat.",,,,,,,,,1
"sp9","JP9","family9","order9",553746,37.04166667,137.8125,"nat.",,,,,,2,,,1
"sp9","JP9","family9","order9",553771,37.29166667,137.1875,"nat.",,,,,,,,1,
"sp9","JP9","family9","order9",553820,36.875,138.0625,"nat.",,,,,,,,,1
"sp9","JP9","family9","order9",553830,36.95833333,138.0625,"nat.",,,,,,1,,,
"sp9","JP9","family9","order9",553831,36.95833333,138.1875,"nat.",,,,,,1,,,1
"sp9","JP9","family9","order9",553840,37.04166667,138.0625,"nat.",,,,,,,1,,
"sp9","JP9","family9","order9",553851,37.125,138.1875,"nat.",,,,,,1,1,,
"sp9","JP9","family9","order9",553852,37.125,138.3125,"nat.",,,,,,,,,2
"sp9","JP9","family9","order9",563804,37.375,138.5625,"nat.",,,,,,,1,,
"sp10","JP10","family10","order10",644433,42.95833333,144.4375,"nat.",,,,,,,1,,
"sp10","JP10","family10","order10",644434,42.95833333,144.5625,"nat.",,,,,,,1,,
"sp10","JP10","family10","order10",644435,42.95833333,144.6875,"nat.",,,,,,,1,,
"sp10","JP10","family10","order10",644441,43.04166667,144.1875,"nat.",,,,,,4,1,2,
"sp10","JP10","family10","order10",644442,43.04166667,144.3125,"nat.",,,,1,2,37,1,4,
"sp10","JP10","family10","order10",644443,43.04166667,144.4375,"nat.",,,,,,17,1,2,
"sp10","JP10","family10","order10",644444,43.04166667,144.5625,"nat.",,,,,,,1,,
"sp10","JP10","family10","order10",644450,43.125,144.0625,"nat.",,,,,,,1,,
"sp10","JP10","family10","order10",644451,43.125,144.1875,"nat.",,,,,,,1,,
"sp10","JP10","family10","order10",644452,43.125,144.3125,"nat.",,,,1,1,8,1,1,
"sp10","JP10","family10","order10",644453,43.125,144.4375,"nat.",,,,,,7,1,1,
"sp10","JP10","family10","order10",644454,43.125,144.5625,"nat.",,,,,,,1,1,
"sp10","JP10","family10","order10",644460,43.20833333,144.0625,"nat.",,,,,,,1,,
